SubjectID,AssignmentID,ProblemID,Attempts,CorrectEventually,Label
0a7ff96e4fa7c92a13ccab013d580930,487.0,24,3,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,25,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,28,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,100,4,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,101,2,False,False
0a7ff96e4fa7c92a13ccab013d580930,487.0,102,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,31,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,32,2,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,33,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,34,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,36,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,37,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,38,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,39,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,40,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,492.0,128,2,True,True
0aaf61723a352ba7ea1be4502df85765,439.0,1,3,True,False
0aaf61723a352ba7ea1be4502df85765,439.0,3,8,True,False
0aaf61723a352ba7ea1be4502df85765,439.0,5,1,True,True
0aaf61723a352ba7ea1be4502df85765,439.0,12,6,True,False
0aaf61723a352ba7ea1be4502df85765,439.0,13,31,True,False
0aaf61723a352ba7ea1be4502df85765,439.0,232,15,True,False
0aaf61723a352ba7ea1be4502df85765,439.0,233,1,True,True
0aaf61723a352ba7ea1be4502df85765,439.0,234,2,True,True
0aaf61723a352ba7ea1be4502df85765,439.0,235,6,True,False
0aaf61723a352ba7ea1be4502df85765,439.0,236,2,True,True
0aaf61723a352ba7ea1be4502df85765,487.0,17,5,True,False
0aaf61723a352ba7ea1be4502df85765,487.0,20,6,True,False
0aaf61723a352ba7ea1be4502df85765,487.0,21,4,True,False
0aaf61723a352ba7ea1be4502df85765,487.0,22,25,True,False
0aaf61723a352ba7ea1be4502df85765,487.0,24,6,True,True
0aaf61723a352ba7ea1be4502df85765,487.0,25,3,True,True
0aaf61723a352ba7ea1be4502df85765,487.0,28,10,True,False
0aaf61723a352ba7ea1be4502df85765,487.0,100,2,True,True
0aaf61723a352ba7ea1be4502df85765,487.0,101,7,True,True
0aaf61723a352ba7ea1be4502df85765,487.0,102,40,False,False
0aaf61723a352ba7ea1be4502df85765,492.0,31,2,True,True
0aaf61723a352ba7ea1be4502df85765,492.0,32,3,True,True
0aaf61723a352ba7ea1be4502df85765,492.0,33,4,False,False
0aaf61723a352ba7ea1be4502df85765,492.0,34,6,False,False
0aaf61723a352ba7ea1be4502df85765,492.0,36,4,True,True
0aaf61723a352ba7ea1be4502df85765,492.0,37,17,True,False
0aaf61723a352ba7ea1be4502df85765,492.0,38,2,False,False
0aaf61723a352ba7ea1be4502df85765,492.0,39,8,True,False
0aaf61723a352ba7ea1be4502df85765,492.0,40,27,False,False
0aaf61723a352ba7ea1be4502df85765,492.0,128,3,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,1,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,3,2,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,5,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,12,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,13,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,232,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,233,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,234,4,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,235,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,439.0,236,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,17,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,20,4,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,21,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,22,3,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,24,13,True,False
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,25,3,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,28,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,100,2,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,101,3,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,487.0,102,2,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,31,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,32,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,33,5,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,34,2,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,36,2,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,37,2,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,38,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,39,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,40,1,True,True
0ae12dc3676bc09a35fe6ed96926a6b5,492.0,128,1,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,1,2,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,3,1,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,5,3,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,12,1,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,13,19,False,False
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,232,1,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,233,2,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,234,3,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,235,1,False,False
0bbeaf0242180c8abffb2b8dada5a9e4,439.0,236,7,True,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,31,5,True,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,32,6,False,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,33,7,True,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,34,3,False,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,36,2,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,37,5,True,True
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,38,18,True,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,39,1,False,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,40,10,True,False
0bbeaf0242180c8abffb2b8dada5a9e4,492.0,128,4,True,True
0bdf2c1f053650715e1f0c725d754b96,487.0,17,4,True,False
0bdf2c1f053650715e1f0c725d754b96,487.0,20,8,True,False
0bdf2c1f053650715e1f0c725d754b96,487.0,21,2,True,True
0bdf2c1f053650715e1f0c725d754b96,487.0,22,3,False,False
0bdf2c1f053650715e1f0c725d754b96,487.0,24,35,False,False
0bdf2c1f053650715e1f0c725d754b96,487.0,25,9,True,False
0bdf2c1f053650715e1f0c725d754b96,487.0,28,2,True,True
0bdf2c1f053650715e1f0c725d754b96,487.0,100,1,False,False
0bdf2c1f053650715e1f0c725d754b96,487.0,101,2,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,31,12,True,False
0bdf2c1f053650715e1f0c725d754b96,492.0,32,4,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,33,4,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,34,5,True,True
0bdf2c1f053650715e1f0c725d754b96,492.0,36,2,True,True
0bdf2c1f053650715e1f0c725d754b96,492.0,37,6,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,38,1,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,39,1,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,40,1,False,False
0bdf2c1f053650715e1f0c725d754b96,492.0,128,6,False,False
0e2cb039638d9ab503d33105ed343d7e,439.0,1,3,True,False
0e2cb039638d9ab503d33105ed343d7e,439.0,3,4,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,5,1,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,12,1,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,13,14,True,False
0e2cb039638d9ab503d33105ed343d7e,439.0,232,2,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,233,1,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,234,3,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,235,1,True,True
0e2cb039638d9ab503d33105ed343d7e,439.0,236,9,True,False
0e2cb039638d9ab503d33105ed343d7e,487.0,17,1,True,True
0e2cb039638d9ab503d33105ed343d7e,487.0,20,1,True,True
0e2cb039638d9ab503d33105ed343d7e,487.0,21,1,True,True
0e2cb039638d9ab503d33105ed343d7e,487.0,22,4,True,True
0e2cb039638d9ab503d33105ed343d7e,487.0,24,9,True,False
0e2cb039638d9ab503d33105ed343d7e,487.0,25,1,True,True
